event_id,user_id,region,category,amount,ts
3993,72,eu-central,subscription,191.82,1700003993
3994,4205,us-east,compute,126.62,1700003994
3995,466,ap-south,subscription,42.58,1700003995
3996,3843,us-west,subscription,61.24,1700003996
3997,4989,eu-central,compute,196.01,1700003997
3998,3789,us-west,storage,44.61,1700003998
3999,901,us-west,subscription,160.39,1700003999
4000,347,us-east,storage,34.84,1700004000
4001,2353,ap-south,compute,199.91,1700004001
4002,3236,ap-northeast,compute,181.83,1700004002
4003,4302,ap-south,compute,89.13,1700004003
4004,4961,ap-northeast,storage,188.16,1700004004
4005,4289,ap-south,subscription,126.28,1700004005
4006,4094,us-west,ads,52.52,1700004006
4007,4914,eu-central,marketplace,29.77,1700004007
4008,3379,ap-south,storage,75.58,1700004008
4009,196,eu-central,storage,50.48,1700004009
4010,132,us-west,storage,193.99,1700004010
4011,1206,ap-south,compute,197.84,1700004011
4012,1146,eu-central,storage,61.88,1700004012
4013,135,us-west,storage,63.98,1700004013
4014,3271,ap-south,storage,93.52,1700004014
4015,1677,ap-south,subscription,104.53,1700004015
4016,421,us-west,subscription,224.36,1700004016
4017,830,eu-central,marketplace,14.23,1700004017
4018,3811,ap-south,storage,20.45,1700004018
4019,2409,eu-central,compute,138.35,1700004019
4020,332,ap-south,ads,88.77,1700004020
4021,1585,eu-central,compute,42.32,1700004021
4022,830,us-west,compute,68.13,1700004022
4023,203,ap-northeast,subscription,158.04,1700004023
4024,3042,us-east,storage,101.45,1700004024
4025,3771,eu-central,compute,82.31,1700004025
4026,3015,us-east,compute,146.82,1700004026
4027,3592,ap-south,storage,191.15,1700004027
4028,297,ap-northeast,compute,126.98,1700004028
4029,1257,ap-south,marketplace,165.49,1700004029
4030,3604,eu-central,subscription,36.41,1700004030
4031,1609,us-east,compute,96.59,1700004031
4032,3231,us-west,ads,11.96,1700004032
4033,100,us-west,subscription,105.18,1700004033
4034,1587,ap-south,subscription,107.3,1700004034
4035,4655,eu-central,subscription,1.14,1700004035
4036,543,us-west,ads,67.11,1700004036
4037,3954,us-east,subscription,117.61,1700004037
4038,1357,ap-south,ads,20.91,1700004038
4039,3766,eu-central,compute,182.25,1700004039
4040,3049,ap-south,marketplace,144.68,1700004040
4041,4489,eu-central,marketplace,132.15,1700004041
4042,4832,ap-northeast,marketplace,201.74,1700004042
4043,2010,us-west,ads,109.03,1700004043
4044,2230,eu-central,compute,75.84,1700004044
4045,3316,us-east,compute,75.79,1700004045
4046,2111,us-east,subscription,139.2,1700004046
4047,1794,us-west,storage,226.39,1700004047
4048,808,ap-northeast,compute,91.39,1700004048
4049,3276,ap-south,compute,83.47,1700004049
4050,665,us-west,subscription,156.14,1700004050
4051,544,eu-central,ads,109.47,1700004051
4052,3541,us-west,storage,118.82,1700004052
4053,251,eu-central,marketplace,30.44,1700004053
4054,1931,ap-south,storage,232.03,1700004054
4055,3247,ap-northeast,subscription,101.92,1700004055
4056,1927,eu-central,subscription,153.03,1700004056
4057,1351,eu-central,subscription,149.9,1700004057
4058,4862,ap-south,ads,26.06,1700004058
4059,675,us-east,subscription,135.55,1700004059
4060,4036,us-east,subscription,247.97,1700004060
4061,18,ap-south,subscription,9.14,1700004061
4062,2388,eu-central,marketplace,166.85,1700004062
4063,717,us-east,subscription,223.33,1700004063
4064,2705,us-east,ads,249.08,1700004064
4065,675,us-east,compute,1.05,1700004065
4066,1575,us-west,storage,206.22,1700004066
4067,4018,us-east,marketplace,148.75,1700004067
4068,4310,us-east,compute,71.83,1700004068
4069,533,ap-south,compute,213.25,1700004069
4070,1290,ap-northeast,ads,124.61,1700004070
4071,1834,eu-central,ads,98.95,1700004071
4072,2775,us-west,storage,202.76,1700004072
4073,2939,ap-northeast,marketplace,74.12,1700004073
4074,3286,ap-south,subscription,198.77,1700004074
4075,2534,eu-central,subscription,60.93,1700004075
4076,1219,us-west,ads,20.78,1700004076
4077,4815,us-east,subscription,27.81,1700004077
4078,3678,us-west,subscription,180.97,1700004078
4079,2315,eu-central,marketplace,145.24,1700004079
4080,3946,ap-south,storage,31.53,1700004080
4081,4523,ap-northeast,marketplace,234.42,1700004081
4082,1719,ap-south,ads,91.69,1700004082
4083,3202,us-west,marketplace,17.45,1700004083
4084,258,eu-central,storage,47.45,1700004084
4085,4077,ap-south,storage,196.15,1700004085
4086,2651,ap-south,subscription,204.13,1700004086
4087,3460,eu-central,compute,217.17,1700004087
4088,1508,us-east,subscription,238.62,1700004088
4089,3407,us-east,storage,219.0,1700004089
4090,2741,us-west,ads,221.17,1700004090
4091,1967,ap-northeast,compute,124.34,1700004091
4092,2277,us-west,subscription,105.05,1700004092
4093,76,eu-central,marketplace,200.25,1700004093
4094,3056,eu-central,ads,27.04,1700004094
4095,4105,us-west,subscription,37.8,1700004095
4096,4137,eu-central,compute,98.28,1700004096
4097,4332,ap-northeast,compute,231.72,1700004097
4098,1612,ap-south,ads,114.28,1700004098
4099,4842,ap-northeast,marketplace,135.16,1700004099
4100,3740,us-east,marketplace,83.82,1700004100
4101,3337,ap-northeast,ads,119.15,1700004101
4102,3419,ap-south,compute,143.4,1700004102
4103,2582,ap-northeast,subscription,112.87,1700004103
4104,2460,us-east,subscription,167.44,1700004104
4105,4748,eu-central,storage,67.08,1700004105
4106,4348,us-west,ads,56.23,1700004106
4107,3681,us-west,storage,1.56,1700004107
4108,392,us-east,marketplace,134.28,1700004108
4109,4478,ap-south,ads,125.94,1700004109
4110,2509,ap-northeast,ads,124.66,1700004110
4111,4753,us-west,compute,165.66,1700004111
4112,2356,us-east,subscription,231.48,1700004112
4113,3187,ap-northeast,marketplace,45.13,1700004113
4114,1641,us-east,storage,20.84,1700004114
4115,2012,ap-south,ads,25.77,1700004115
4116,2116,us-west,marketplace,168.28,1700004116
4117,3405,us-west,storage,51.82,1700004117
4118,1343,eu-central,ads,191.51,1700004118
4119,2366,eu-central,compute,173.2,1700004119
4120,562,us-east,subscription,218.43,1700004120
4121,28,us-west,ads,194.89,1700004121
4122,2213,us-west,ads,191.46,1700004122
4123,2766,us-east,compute,191.73,1700004123
4124,4380,ap-south,compute,31.4,1700004124
4125,2280,us-east,marketplace,197.46,1700004125
4126,2894,us-west,storage,201.84,1700004126
4127,4468,eu-central,ads,227.82,1700004127
4128,708,us-east,subscription,37.31,1700004128
4129,1314,ap-northeast,compute,49.35,1700004129
4130,2879,us-east,marketplace,213.52,1700004130
4131,3543,us-east,compute,194.19,1700004131
4132,3297,us-west,subscription,48.35,1700004132
4133,3961,ap-northeast,ads,244.06,1700004133
4134,1858,ap-south,compute,192.94,1700004134
4135,3173,eu-central,marketplace,50.58,1700004135
4136,344,us-east,storage,47.83,1700004136
4137,4678,eu-central,ads,246.93,1700004137
4138,3052,eu-central,storage,187.68,1700004138
4139,61,eu-central,storage,22.22,1700004139
4140,787,ap-northeast,compute,140.79,1700004140
4141,955,ap-northeast,subscription,118.88,1700004141
4142,4535,ap-northeast,marketplace,30.82,1700004142
4143,267,eu-central,subscription,78.7,1700004143
4144,3487,eu-central,ads,214.81,1700004144
4145,450,eu-central,subscription,174.28,1700004145
4146,3110,us-west,marketplace,85.65,1700004146
4147,3376,us-east,compute,91.58,1700004147
4148,4082,eu-central,marketplace,102.31,1700004148
4149,215,eu-central,marketplace,47.01,1700004149
4150,763,us-west,compute,151.12,1700004150
4151,821,eu-central,ads,24.69,1700004151
4152,2165,eu-central,marketplace,222.21,1700004152
4153,1497,ap-northeast,subscription,145.97,1700004153
4154,646,us-west,ads,69.85,1700004154
4155,4508,ap-northeast,ads,203.08,1700004155
4156,4497,ap-northeast,compute,75.0,1700004156
4157,4525,eu-central,ads,223.94,1700004157
4158,334,eu-central,storage,24.15,1700004158
4159,2731,eu-central,ads,35.09,1700004159
4160,773,ap-northeast,ads,27.6,1700004160
4161,3908,us-east,storage,202.57,1700004161
4162,3326,ap-northeast,ads,66.81,1700004162
4163,4841,ap-northeast,subscription,21.42,1700004163
4164,1380,us-west,compute,175.47,1700004164
4165,851,us-east,storage,55.39,1700004165
4166,1038,us-west,compute,60.41,1700004166
4167,3342,us-east,compute,218.89,1700004167
4168,4725,us-west,storage,137.34,1700004168
4169,487,ap-south,subscription,153.7,1700004169
4170,3183,us-west,compute,73.88,1700004170
4171,1116,ap-south,compute,103.47,1700004171
4172,4738,eu-central,marketplace,63.01,1700004172
4173,1022,ap-south,marketplace,162.44,1700004173
4174,4077,us-east,ads,101.98,1700004174
4175,1567,eu-central,subscription,144.58,1700004175
4176,4754,us-east,subscription,33.98,1700004176
4177,330,us-west,subscription,186.48,1700004177
4178,592,ap-south,subscription,241.34,1700004178
4179,2266,us-east,compute,1.7,1700004179
4180,1722,us-east,ads,103.93,1700004180
4181,2797,us-west,storage,36.95,1700004181
4182,1010,eu-central,marketplace,244.34,1700004182
4183,3103,ap-northeast,marketplace,111.41,1700004183
4184,1652,us-west,subscription,97.91,1700004184
4185,1541,us-west,storage,122.74,1700004185
4186,2244,ap-south,ads,63.78,1700004186
4187,3550,ap-south,subscription,16.29,1700004187
4188,489,ap-south,compute,72.98,1700004188
4189,3387,us-east,marketplace,36.03,1700004189
4190,2289,us-west,storage,192.49,1700004190
4191,3877,ap-northeast,ads,147.03,1700004191
4192,2850,eu-central,subscription,112.89,1700004192
4193,2258,ap-south,storage,68.14,1700004193
4194,3936,us-west,storage,226.3,1700004194
4195,141,us-west,storage,96.76,1700004195
4196,4520,ap-northeast,subscription,28.35,1700004196
4197,3038,ap-northeast,marketplace,172.79,1700004197
4198,2227,ap-northeast,marketplace,186.85,1700004198
4199,167,us-east,compute,239.33,1700004199
4200,878,us-west,marketplace,63.77,1700004200
4201,2002,ap-northeast,compute,144.03,1700004201
4202,4342,us-west,storage,244.39,1700004202
4203,28,us-west,ads,82.52,1700004203
4204,4538,ap-south,compute,85.98,1700004204
4205,3941,us-west,subscription,28.01,1700004205
4206,2510,ap-south,marketplace,174.31,1700004206
4207,2228,ap-northeast,subscription,157.58,1700004207
4208,4929,ap-northeast,compute,89.86,1700004208
4209,3113,ap-south,compute,49.87,1700004209
4210,2007,eu-central,ads,214.59,1700004210
4211,2924,ap-south,subscription,133.59,1700004211
4212,4040,us-west,storage,239.42,1700004212
4213,135,us-east,ads,141.72,1700004213
4214,1123,us-west,storage,216.77,1700004214
4215,1680,ap-south,storage,134.21,1700004215
4216,595,us-east,compute,110.88,1700004216
4217,1112,us-west,subscription,55.4,1700004217
4218,794,us-east,marketplace,3.91,1700004218
4219,4813,ap-south,ads,247.84,1700004219
4220,4823,ap-south,subscription,24.28,1700004220
4221,1940,ap-northeast,ads,24.28,1700004221
4222,2051,ap-northeast,compute,186.86,1700004222
4223,1976,us-east,storage,172.56,1700004223
4224,4433,us-west,ads,231.63,1700004224
4225,4011,us-west,storage,221.98,1700004225
4226,820,us-east,compute,146.14,1700004226
4227,4716,eu-central,ads,107.35,1700004227
4228,2859,eu-central,storage,139.52,1700004228
4229,1346,us-east,ads,245.2,1700004229
4230,4684,us-east,marketplace,48.94,1700004230
4231,1286,us-west,ads,183.38,1700004231
4232,1605,us-west,subscription,34.02,1700004232
4233,3776,us-east,storage,57.18,1700004233
4234,1102,us-east,ads,181.71,1700004234
4235,1673,eu-central,marketplace,208.85,1700004235
4236,3538,us-west,ads,208.57,1700004236
4237,1304,ap-south,storage,2.9,1700004237
4238,3069,us-east,compute,44.6,1700004238
4239,3444,us-east,ads,191.34,1700004239
4240,1735,us-east,subscription,104.35,1700004240
4241,3561,us-west,subscription,67.27,1700004241
4242,4262,ap-northeast,compute,237.54,1700004242
4243,4848,ap-northeast,marketplace,221.71,1700004243
4244,1290,ap-northeast,compute,165.47,1700004244
4245,1767,ap-south,storage,43.86,1700004245
4246,3647,eu-central,marketplace,65.8,1700004246
4247,1755,us-east,subscription,102.05,1700004247
4248,3077,ap-northeast,storage,231.88,1700004248
4249,4763,us-east,subscription,225.31,1700004249
4250,1883,ap-northeast,ads,140.46,1700004250
4251,3233,ap-northeast,subscription,14.16,1700004251
4252,1473,ap-northeast,subscription,199.94,1700004252
4253,1971,us-east,compute,214.72,1700004253
4254,4454,us-east,subscription,135.21,1700004254
4255,685,eu-central,compute,134.85,1700004255
4256,2128,eu-central,marketplace,137.68,1700004256
4257,1461,us-east,storage,123.14,1700004257
4258,1682,us-west,subscription,175.0,1700004258
4259,733,ap-northeast,subscription,156.59,1700004259
4260,586,ap-south,compute,20.96,1700004260
4261,2637,ap-south,subscription,170.65,1700004261
4262,2767,us-east,ads,191.6,1700004262
4263,224,us-east,ads,21.82,1700004263
4264,1352,ap-northeast,ads,21.58,1700004264
4265,1560,ap-south,ads,110.31,1700004265
4266,4416,eu-central,ads,197.08,1700004266
4267,4956,us-east,subscription,247.11,1700004267
4268,2563,ap-south,ads,198.88,1700004268
4269,4129,eu-central,marketplace,65.94,1700004269
4270,697,ap-northeast,subscription,150.49,1700004270
4271,4722,ap-northeast,storage,72.51,1700004271
4272,4279,us-east,subscription,44.76,1700004272
4273,2368,ap-northeast,compute,197.29,1700004273
4274,2574,ap-south,storage,11.06,1700004274
4275,3561,ap-south,ads,11.99,1700004275
4276,401,us-east,marketplace,221.56,1700004276
4277,3096,eu-central,marketplace,23.08,1700004277
4278,4227,eu-central,compute,38.34,1700004278
4279,3095,ap-northeast,ads,59.71,1700004279
4280,1223,eu-central,compute,57.73,1700004280
4281,2635,eu-central,ads,92.19,1700004281
4282,1395,ap-northeast,storage,182.67,1700004282
4283,4527,us-east,storage,14.21,1700004283
4284,1704,us-west,storage,150.92,1700004284
4285,4574,ap-south,compute,89.41,1700004285
4286,140,ap-northeast,compute,47.01,1700004286
4287,529,us-east,marketplace,200.7,1700004287
4288,1003,ap-south,marketplace,208.89,1700004288
4289,1018,ap-northeast,compute,184.89,1700004289
4290,2144,eu-central,subscription,137.32,1700004290
4291,3881,ap-south,subscription,129.4,1700004291
4292,3098,us-west,compute,162.29,1700004292
4293,3275,eu-central,subscription,39.56,1700004293
4294,537,us-west,storage,155.15,1700004294
4295,2418,us-west,compute,143.28,1700004295
4296,2520,ap-south,marketplace,40.49,1700004296
4297,1989,ap-south,subscription,92.7,1700004297
4298,4329,ap-south,subscription,26.92,1700004298
4299,2064,us-east,storage,218.49,1700004299
4300,3197,eu-central,storage,40.01,1700004300
4301,3062,eu-central,ads,47.46,1700004301
4302,1877,eu-central,marketplace,136.32,1700004302
4303,1532,eu-central,subscription,239.85,1700004303
4304,191,us-east,storage,94.94,1700004304
4305,3369,eu-central,marketplace,128.73,1700004305
4306,4345,ap-northeast,ads,193.24,1700004306
4307,893,eu-central,subscription,139.47,1700004307
4308,4104,ap-northeast,subscription,207.77,1700004308
4309,2257,eu-central,subscription,116.95,1700004309
4310,505,eu-central,ads,73.13,1700004310
4311,472,eu-central,subscription,51.96,1700004311
4312,1771,us-west,marketplace,49.39,1700004312
4313,4311,eu-central,compute,79.45,1700004313
4314,1001,ap-south,subscription,201.87,1700004314
4315,838,us-east,ads,178.12,1700004315
4316,3726,ap-northeast,storage,180.59,1700004316
4317,1014,ap-northeast,ads,152.01,1700004317
4318,1628,us-west,compute,23.76,1700004318
4319,1622,ap-south,subscription,34.54,1700004319
4320,2647,us-west,ads,220.71,1700004320
4321,285,us-east,ads,229.61,1700004321
4322,4137,ap-south,marketplace,247.86,1700004322
4323,781,ap-south,compute,214.74,1700004323
4324,4527,ap-northeast,ads,3.66,1700004324
4325,1515,us-west,ads,249.32,1700004325
4326,241,ap-northeast,ads,84.31,1700004326
4327,3400,us-east,compute,32.85,1700004327
4328,4893,ap-northeast,ads,61.85,1700004328
4329,3091,eu-central,storage,159.57,1700004329
4330,4075,eu-central,marketplace,205.94,1700004330
4331,4884,us-east,storage,229.25,1700004331
4332,1751,ap-south,marketplace,152.83,1700004332
4333,2833,us-west,ads,19.99,1700004333
4334,4946,us-east,ads,217.84,1700004334
4335,4711,eu-central,ads,135.27,1700004335
4336,1851,us-west,storage,132.94,1700004336
4337,2810,us-east,compute,35.68,1700004337
4338,3337,us-west,subscription,203.92,1700004338
4339,1292,us-west,compute,150.89,1700004339
4340,1212,us-east,subscription,113.37,1700004340
4341,2746,eu-central,storage,20.11,1700004341
4342,2091,us-east,marketplace,33.38,1700004342
4343,4392,ap-south,ads,207.57,1700004343
4344,175,eu-central,subscription,123.6,1700004344
4345,3240,ap-south,storage,241.61,1700004345
4346,380,ap-northeast,ads,30.01,1700004346
4347,1056,ap-south,ads,234.77,1700004347
4348,1581,us-east,compute,221.35,1700004348
4349,2960,ap-south,storage,221.25,1700004349
4350,725,us-east,storage,39.34,1700004350
4351,3733,us-east,marketplace,235.14,1700004351
4352,1744,us-east,subscription,192.13,1700004352
4353,2081,eu-central,marketplace,13.96,1700004353
4354,3521,ap-northeast,compute,46.67,1700004354
4355,4687,us-east,storage,156.97,1700004355
4356,3976,ap-south,compute,161.39,1700004356
4357,1169,ap-northeast,subscription,246.0,1700004357
4358,2161,eu-central,ads,29.84,1700004358
4359,2491,ap-northeast,ads,198.66,1700004359
4360,3666,us-west,marketplace,75.31,1700004360
4361,3907,ap-northeast,compute,34.99,1700004361
4362,378,us-west,subscription,161.64,1700004362
4363,1017,us-east,ads,167.09,1700004363
4364,3699,us-east,compute,205.74,1700004364
4365,4157,eu-central,compute,145.63,1700004365
4366,532,eu-central,marketplace,143.95,1700004366
4367,130,ap-south,marketplace,146.14,1700004367
4368,1357,ap-south,compute,176.83,1700004368
4369,3447,ap-northeast,compute,202.21,1700004369
4370,2429,ap-northeast,compute,190.11,1700004370
4371,3738,us-east,compute,74.59,1700004371
4372,4385,eu-central,compute,96.64,1700004372
4373,4660,us-west,subscription,83.26,1700004373
4374,844,eu-central,ads,193.3,1700004374
4375,2537,ap-northeast,compute,198.28,1700004375
4376,1593,us-west,subscription,27.98,1700004376
4377,1828,eu-central,subscription,194.29,1700004377
4378,3522,ap-south,compute,140.4,1700004378
4379,449,ap-south,compute,175.22,1700004379
4380,4571,ap-south,subscription,100.1,1700004380
4381,965,ap-south,storage,243.11,1700004381
4382,251,ap-south,subscription,187.57,1700004382
4383,2536,ap-northeast,subscription,130.48,1700004383
4384,1806,eu-central,compute,227.06,1700004384
4385,1999,ap-northeast,subscription,164.66,1700004385
4386,4597,us-east,marketplace,207.18,1700004386
4387,2824,ap-south,ads,245.42,1700004387
4388,4639,ap-northeast,storage,85.99,1700004388
4389,4500,us-west,storage,148.04,1700004389
4390,2939,ap-northeast,subscription,109.1,1700004390
4391,2180,us-east,compute,96.23,1700004391
4392,3100,eu-central,storage,157.96,1700004392
4393,1775,us-east,compute,121.0,1700004393
4394,3490,us-east,subscription,191.86,1700004394
4395,4330,eu-central,compute,84.88,1700004395
4396,985,eu-central,subscription,194.53,1700004396
4397,3266,ap-northeast,subscription,60.91,1700004397
4398,2546,ap-northeast,marketplace,156.88,1700004398
4399,333,us-east,subscription,120.13,1700004399
4400,1833,us-east,ads,167.26,1700004400
4401,4210,ap-south,compute,98.28,1700004401
4402,3190,us-east,ads,30.08,1700004402
4403,3172,ap-northeast,subscription,19.69,1700004403
4404,1584,ap-northeast,marketplace,206.07,1700004404
4405,209,us-east,ads,94.42,1700004405
4406,459,ap-northeast,marketplace,20.95,1700004406
4407,4969,us-east,marketplace,14.53,1700004407
4408,3341,us-west,compute,49.78,1700004408
4409,4772,ap-south,storage,157.12,1700004409
4410,413,eu-central,subscription,159.74,1700004410
4411,2213,us-east,storage,110.72,1700004411
4412,4906,eu-central,storage,41.42,1700004412
4413,3679,us-west,storage,190.98,1700004413
4414,3373,us-west,compute,35.16,1700004414
4415,160,ap-northeast,ads,186.72,1700004415
4416,4032,ap-south,storage,230.85,1700004416
4417,1319,ap-northeast,compute,17.63,1700004417
4418,2159,us-east,storage,234.21,1700004418
4419,4371,eu-central,ads,242.6,1700004419
4420,1626,us-west,storage,58.8,1700004420
4421,1087,eu-central,marketplace,179.01,1700004421
4422,1403,us-west,marketplace,229.04,1700004422
4423,3288,us-east,storage,136.63,1700004423
4424,649,ap-south,ads,52.02,1700004424
4425,1346,us-east,ads,151.13,1700004425
4426,4,ap-south,ads,55.5,1700004426
4427,3457,us-west,compute,244.91,1700004427
4428,2604,us-west,storage,124.44,1700004428
4429,4698,eu-central,storage,31.19,1700004429
4430,1788,ap-south,ads,222.96,1700004430
4431,4467,eu-central,marketplace,66.89,1700004431
4432,403,us-west,compute,81.43,1700004432
4433,1154,ap-south,marketplace,128.06,1700004433
4434,775,ap-south,marketplace,71.91,1700004434
4435,434,us-west,storage,52.02,1700004435
4436,2050,us-east,storage,118.13,1700004436
4437,888,us-west,storage,185.49,1700004437
4438,4094,ap-northeast,subscription,228.88,1700004438
4439,616,us-east,subscription,160.13,1700004439
4440,4027,ap-northeast,compute,207.0,1700004440
4441,839,us-west,marketplace,130.34,1700004441
4442,3440,us-west,compute,136.99,1700004442
4443,4025,ap-northeast,storage,59.23,1700004443
4444,3490,us-west,compute,61.51,1700004444
4445,942,ap-northeast,subscription,136.33,1700004445
4446,2609,ap-south,ads,85.28,1700004446
4447,4690,ap-south,ads,123.71,1700004447
4448,4822,ap-northeast,storage,101.29,1700004448
4449,975,ap-south,storage,175.33,1700004449
4450,3299,ap-south,subscription,225.18,1700004450
4451,4246,us-west,ads,91.91,1700004451
4452,19,ap-south,compute,36.76,1700004452
4453,1401,us-west,subscription,157.66,1700004453
4454,2687,us-west,ads,248.05,1700004454
4455,2999,us-east,marketplace,135.23,1700004455
4456,3665,us-east,marketplace,101.83,1700004456
4457,1232,us-east,compute,163.17,1700004457
4458,1428,us-east,compute,35.55,1700004458
4459,4652,ap-south,storage,188.99,1700004459
4460,324,ap-northeast,compute,134.03,1700004460
4461,2200,us-west,storage,156.24,1700004461
4462,4439,eu-central,compute,217.15,1700004462
4463,1298,us-west,ads,212.87,1700004463
4464,278,ap-northeast,subscription,165.92,1700004464
4465,4443,ap-south,compute,179.47,1700004465
4466,2055,ap-northeast,marketplace,162.44,1700004466
4467,2443,ap-northeast,marketplace,211.69,1700004467
4468,4995,ap-northeast,compute,157.75,1700004468
4469,689,eu-central,marketplace,113.51,1700004469
4470,4471,ap-northeast,storage,240.65,1700004470
4471,294,ap-south,ads,89.88,1700004471
4472,1467,us-west,compute,101.01,1700004472
4473,3199,ap-south,subscription,135.28,1700004473
4474,1530,us-east,compute,113.55,1700004474
4475,3117,us-east,compute,16.81,1700004475
4476,3780,ap-south,compute,133.52,1700004476
4477,3150,ap-northeast,subscription,214.4,1700004477
4478,4708,ap-south,compute,124.81,1700004478
4479,1261,us-west,marketplace,129.51,1700004479
4480,1607,ap-south,ads,197.84,1700004480
4481,4360,eu-central,compute,1.16,1700004481
4482,1526,us-west,marketplace,13.92,1700004482
4483,2207,us-east,marketplace,189.14,1700004483
4484,3197,ap-south,compute,83.64,1700004484
4485,3741,ap-northeast,ads,8.63,1700004485
4486,1023,us-west,marketplace,225.04,1700004486
4487,1442,eu-central,marketplace,67.81,1700004487
4488,1496,ap-northeast,storage,115.71,1700004488
4489,3229,us-west,subscription,88.9,1700004489
4490,2410,us-west,subscription,158.85,1700004490
4491,1091,ap-northeast,compute,211.84,1700004491
4492,3207,us-west,subscription,137.0,1700004492
4493,4691,us-east,marketplace,101.82,1700004493
4494,2136,us-east,marketplace,47.46,1700004494
4495,2768,ap-south,subscription,228.57,1700004495
4496,2813,ap-south,subscription,242.19,1700004496
4497,1408,ap-south,compute,56.19,1700004497
4498,1821,eu-central,compute,152.38,1700004498
4499,3032,us-east,subscription,215.25,1700004499
4500,4133,us-east,compute,177.94,1700004500
4501,3025,eu-central,ads,237.96,1700004501
4502,4012,ap-northeast,marketplace,239.11,1700004502
4503,4577,eu-central,ads,152.86,1700004503
4504,3996,eu-central,marketplace,56.83,1700004504
4505,1591,eu-central,compute,30.87,1700004505
4506,4197,ap-northeast,ads,231.65,1700004506
4507,928,ap-south,compute,121.58,1700004507
4508,385,us-west,compute,208.42,1700004508
4509,2733,ap-northeast,subscription,68.01,1700004509
4510,309,us-east,marketplace,53.34,1700004510
4511,2520,us-east,marketplace,74.12,1700004511
4512,881,eu-central,marketplace,51.37,1700004512
4513,1775,us-west,marketplace,155.23,1700004513
4514,1757,ap-south,storage,182.23,1700004514
4515,4297,us-east,subscription,199.9,1700004515
4516,3665,eu-central,ads,5.0,1700004516
4517,2178,us-west,ads,71.59,1700004517
4518,714,us-east,marketplace,45.15,1700004518
4519,3137,ap-northeast,compute,237.05,1700004519
4520,1000,ap-northeast,compute,118.75,1700004520
4521,493,ap-northeast,subscription,189.68,1700004521
4522,56,eu-central,marketplace,33.31,1700004522
4523,4213,ap-northeast,compute,214.26,1700004523
4524,2854,ap-south,subscription,222.66,1700004524
4525,2711,ap-northeast,storage,104.6,1700004525
4526,2658,ap-northeast,compute,104.46,1700004526
4527,3685,ap-northeast,storage,70.6,1700004527
4528,1373,us-west,storage,176.82,1700004528
4529,4180,eu-central,marketplace,135.8,1700004529
4530,2782,ap-northeast,storage,241.17,1700004530
4531,2600,ap-northeast,marketplace,45.27,1700004531
4532,1056,eu-central,compute,227.71,1700004532
4533,680,ap-south,marketplace,7.32,1700004533
4534,52,us-east,ads,39.83,1700004534
4535,2514,eu-central,subscription,147.0,1700004535
4536,1902,us-east,subscription,33.65,1700004536
4537,949,eu-central,marketplace,18.24,1700004537
4538,46,eu-central,marketplace,120.65,1700004538
4539,4275,us-west,storage,139.33,1700004539
4540,1493,us-east,marketplace,76.51,1700004540
4541,4259,ap-northeast,compute,96.38,1700004541
4542,4805,ap-northeast,storage,36.87,1700004542
4543,1820,ap-south,storage,224.82,1700004543
4544,3614,eu-central,storage,38.28,1700004544
4545,53,us-west,marketplace,211.64,1700004545
4546,1374,eu-central,marketplace,53.08,1700004546
4547,571,ap-northeast,subscription,201.54,1700004547
4548,1417,ap-northeast,ads,184.52,1700004548
4549,1560,us-east,subscription,50.85,1700004549
4550,1174,us-east,marketplace,156.39,1700004550
4551,484,ap-south,ads,221.49,1700004551
4552,4257,us-west,storage,66.34,1700004552
4553,1312,us-west,compute,116.33,1700004553
4554,199,ap-northeast,subscription,191.97,1700004554
4555,3310,ap-northeast,ads,166.62,1700004555
4556,1450,us-west,marketplace,120.54,1700004556
4557,2629,eu-central,marketplace,140.95,1700004557
4558,2177,ap-south,subscription,95.35,1700004558
4559,4680,us-east,marketplace,36.47,1700004559
4560,740,ap-northeast,storage,96.22,1700004560
4561,4537,us-west,ads,98.73,1700004561
4562,4501,us-west,storage,240.13,1700004562
4563,3841,us-west,ads,114.83,1700004563
4564,1762,us-west,storage,197.02,1700004564
4565,1780,ap-northeast,compute,241.69,1700004565
4566,240,eu-central,subscription,43.96,1700004566
4567,4724,ap-northeast,compute,54.31,1700004567
4568,3375,us-west,ads,183.47,1700004568
4569,2679,ap-northeast,ads,160.45,1700004569
4570,1936,ap-northeast,compute,36.82,1700004570
4571,1365,eu-central,marketplace,175.92,1700004571
4572,2004,ap-northeast,compute,51.59,1700004572
4573,4555,eu-central,marketplace,105.05,1700004573
4574,4007,ap-south,storage,55.5,1700004574
4575,3221,eu-central,subscription,235.53,1700004575
4576,4678,eu-central,marketplace,216.49,1700004576
4577,4732,ap-south,compute,179.16,1700004577
4578,955,us-west,storage,151.3,1700004578
4579,4770,ap-south,ads,47.51,1700004579
4580,1429,ap-south,ads,41.36,1700004580
4581,2713,us-west,compute,117.66,1700004581
4582,4318,ap-south,ads,54.35,1700004582
4583,2678,us-west,compute,237.86,1700004583
4584,4252,us-west,subscription,38.16,1700004584
4585,808,us-west,marketplace,99.89,1700004585
4586,445,ap-northeast,subscription,44.14,1700004586
4587,365,eu-central,compute,122.75,1700004587
4588,3815,ap-northeast,compute,126.97,1700004588
4589,4661,ap-south,marketplace,171.22,1700004589
4590,3050,ap-northeast,marketplace,46.98,1700004590
